dx_origin,dy_origin,da_origin,dx_smooth,dy_smooth,da_smooth
7.658126,10.372521,-0.012637,-5.264520,2.380280,-0.580117
13.735477,14.794984,-0.526703,-13.668614,-7.320472,-0.601096
11.811488,5.976649,-0.179863,-28.140448,-21.437020,-0.107571
-9.076811,-1.170624,-0.079282,-40.685794,-26.769594,0.039095
-8.546372,-2.510240,-0.131442,-32.345545,-24.965388,0.085164
-2.099684,18.251095,-0.554844,-24.524905,-21.810011,0.183767
-5.264261,8.440837,-0.243297,-23.158245,-39.465557,0.705869
-7.422287,-7.962759,0.372340,-18.639090,-47.364095,0.916361
-7.985750,-2.123451,0.006839,-11.966227,-38.853738,0.511467
-2.974118,1.097271,-0.477150,-4.761440,-36.159043,0.471816
4.375984,-9.586854,0.261176,-2.585284,-36.665995,0.915842
-6.026044,2.885509,0.074435,-7.761631,-26.472597,0.621446
-3.193862,6.174196,-0.279903,-2.540480,-28.755259,0.513796
-6.050614,5.251696,-0.179112,-0.123333,-34.332874,0.760032
-9.393373,4.555833,-0.129503,5.176438,-38.959542,0.905566
-9.002455,0.047590,-0.066179,13.844862,-42.858509,1.001588
-13.077662,-12.286289,0.152886,22.111284,-42.236220,1.034338
-16.580888,-15.632847,0.125456,34.438810,-29.262314,0.848328
-21.286291,-12.474195,0.165556,50.269727,-12.926713,0.689254
-3.953853,16.258545,-0.128091,70.828985,0.250187,0.489672
0.568406,4.117505,-0.394169,74.066401,-15.317276,0.583701
-1.748379,-1.685368,-0.217167,72.781013,-18.741563,0.943857
-1.458181,0.062294,-0.252286,73.844589,-16.344927,1.127046
2.413955,-4.744249,-0.088218,74.637053,-15.684896,1.345454
3.022473,-4.174584,-0.126189,71.557506,-10.230792,1.400420
0.336277,3.580988,-0.052743,67.896810,-5.345513,1.493998
0.942102,5.299340,0.073014,66.972495,-8.234446,1.514451
3.720835,-4.391548,0.013832,65.479857,-12.865866,1.409823
4.011988,-0.657004,-0.011590,61.194474,-7.816005,1.365187
1.286823,3.215299,0.022169,56.554554,-6.518962,1.346849
-0.101417,-1.455409,-0.050408,54.467018,-9.120042,1.297331
2.014083,-2.213769,-0.095345,53.707695,-7.029927,1.316457
-1.017405,-1.722747,-0.085123,50.501681,-3.507877,1.376006
-3.698956,-0.254126,-0.093082,49.455991,0.342043,1.427187
1.584937,2.360641,-0.074368,50.211738,3.594502,1.506476
2.136765,4.846758,-0.074367,44.579460,5.627328,1.561706
-0.830665,1.549621,-0.050783,36.917841,6.407891,1.626032
-3.000515,-3.161728,-0.056624,29.855290,13.820770,1.769686
-2.932342,-4.031924,-0.052877,23.280424,27.721998,1.917494
0.579567,-0.855181,-0.034920,14.411686,44.452551,2.020939
4.334638,5.276519,0.019012,1.922160,58.097672,2.103827
1.301585,4.985163,-0.009152,-16.647512,72.413519,2.267532
-0.278516,3.846622,-0.036715,-28.427187,84.297850,2.480943
0.537089,5.473105,0.003515,-36.405256,96.634156,2.758660
0.997802,2.198165,-0.005166,-43.985981,107.193405,3.000543
1.407012,-3.385272,-0.001223,-52.686417,121.512271,3.225464
1.429026,-0.272611,0.009677,-62.023525,141.743191,3.447154
-2.549953,1.240985,-0.005856,-161.435644,266.719900,3.342662
-0.670608,2.435421,-0.026094,-256.250910,389.800124,3.280058
0.745175,3.625905,0.030495,-352.619617,511.208448,3.271007
1.387948,0.797637,-0.053437,-450.840060,631.591579,3.209655
-0.651825,-1.752996,0.000094,-550.112622,754.815327,3.237586
-1.593713,-2.912626,0.008722,-647.443254,880.713464,3.216902
2.082048,-1.559461,0.000363,-743.820096,1007.834245,3.192456
1.254956,0.311534,0.004391,-843.973398,1133.718021,3.180204
1.401683,-0.949156,0.007786,-943.461275,1257.856969,3.167816
1.441937,0.775212,0.014617,-1043.170533,1383.296587,3.154201
1.326137,0.429981,0.004105,-1143.486309,1506.621100,3.159854
-0.470092,-0.750567,0.035455,-1243.714427,1630.420925,3.177445
2.850197,2.575251,-0.005941,-1342.379261,1755.476128,3.164836
2.503032,1.870574,-0.008262,-1444.663711,1877.417562,3.190407
2.960340,0.037986,0.083891,-1546.892520,2000.265346,3.215495
3.066082,4.021486,0.022122,-1649.826865,2125.151084,3.140778
-2.032212,-0.997027,-0.029820,-1753.760032,2246.550917,3.130702
-2.911042,-3.328037,-0.017917,-1853.006639,2373.104408,3.172169
0.619594,-0.547093,0.032679,-1951.646414,2502.115929,3.201131
1.929020,-2.505776,0.082376,-2054.029489,2628.492047,3.176701
3.172250,-0.506409,0.105762,-2157.927861,2756.888782,3.100009
0.745182,2.022340,-0.002223,-2263.308655,2883.220674,2.998148
-3.367619,-3.368945,-0.045011,-2366.564257,3006.988459,3.020337
-5.147977,-3.206777,0.033146,-2466.055958,3136.022437,3.081186
-2.513747,0.079352,-0.028773,-2564.073085,3264.711331,3.057894
-0.758803,-3.191395,0.019789,-2665.054372,3389.914092,3.093297
5.087426,-2.702979,0.036847,-2768.078673,3518.169722,3.077345
2.334488,0.230653,0.001546,-2877.123930,3645.726821,3.048142
-1.587228,3.149306,0.025363,-2983.527613,3770.204241,3.054904
-0.651385,3.377738,0.033608,-3086.146360,3891.566389,3.038779
-0.195078,2.129657,0.016629,-3189.813594,4012.520026,3.018062
-0.966516,-2.122994,-0.006403,-3294.005665,4134.588360,3.015228
-1.881439,-0.979596,0.021482,-3397.322417,4260.832209,3.036744
0.343755,-0.432467,0.037432,-3499.627060,4385.874036,3.032777
0.652521,-2.215013,0.024955,-3604.132611,4510.175435,3.018579
-0.569565,-2.445482,0.011627,-3708.948133,4636.138357,3.020241
-1.770418,0.809646,0.072154,-3812.486309,4762.333555,3.034319
-4.715276,1.742065,-0.020710,-3914.751025,4885.225310,2.989335
-2.572727,0.182178,-0.050458,-4014.005659,5007.171211,3.041334
0.120217,1.205140,0.019507,-4115.356157,5130.787409,3.122458
-0.037827,1.097702,0.037309,-4219.290701,5253.393703,3.133921
1.115670,0.031196,-0.008460,-4322.965675,5376.075233,3.130595
1.706055,1.267843,0.017551,-4427.715859,5499.797806,3.174473
4.674972,5.150564,0.006116,-4532.978132,5622.202987,3.193299
-0.157870,2.720959,0.035642,-4641.071032,5740.678522,3.223413
-2.557418,3.769009,0.051322,-4744.116370,5861.626188,3.223045
-0.145445,5.300608,-0.065879,-4844.488606,5981.665807,3.205884
5.295725,2.222784,-0.056165,-4946.972067,6100.294545,3.304024
3.427630,-1.270148,-0.022573,-5054.757502,6221.955186,3.393283
-1.791919,0.784508,-0.019001,-5160.573836,6347.142491,3.451165
1.955980,1.291513,-0.053752,-5261.118786,6470.414859,3.508026
1.597758,-0.063057,-0.012266,-5365.387850,6593.346615,3.598960
0.900071,-0.291353,0.084995,-5469.260410,6717.803911,3.648619
2.635091,-1.120359,0.033926,-5572.410975,6842.638664,3.601508
5.140218,-1.010545,0.040280,-5677.258724,6968.395675,3.606229
5.263388,1.304328,0.117986,-5784.621695,7094.113276,3.604371
2.231857,4.063238,0.171705,-5892.127079,7217.574427,3.524852
-2.235416,2.316718,0.177624,-5996.611078,7338.269433,3.392517
-17.838162,2.224411,0.441008,-6096.574837,7460.688713,3.255071
2.068020,12.478979,-0.499906,-6180.883722,7583.187263,2.855375
-52.378162,73.377971,0.353603,-6285.110542,7695.505610,3.397327
-123.310462,104.460765,0.877570,-6334.844952,7747.003206,3.086736
-127.339158,136.348452,3.154405,-6313.526387,7767.524548,2.251740
-162.899974,211.629325,-0.739070,-6288.073168,7756.291053,-0.858612
-223.213307,181.358149,1.377430,-6226.954354,7669.815757,-0.077868
-361.845736,508.808000,15.477534,-6105.378911,7613.647392,-1.412457
-251.910835,264.196019,-0.201076,-5845.069896,7230.097869,-16.846103
-332.076411,293.476472,-6.144599,-5694.649412,7091.236372,-16.599542
-14.549922,14.202489,-0.377886,-5464.055545,6923.170658,-10.407585
-353.680581,1027.910335,20.356498,-5550.978898,7034.443067,-9.981411
564.871557,-405.928994,3.204568,-5298.765386,6132.031084,-30.288902
334.605939,-98.379943,5.527025,-5965.133203,6663.465327,-33.443901
188.110735,-22.730271,0.708995,-6401.320729,6887.343125,-38.921271
-96.462995,73.575940,-3.849958,-6691.147306,7035.579050,-39.580097
-38.730531,49.273355,-0.007396,-6696.474189,7087.545121,-35.678595
-13610.327050,16278.110198,-47.672511,-6759.541702,7163.816004,-35.618356
88.359307,-64.359432,4.097378,6749.077309,-8988.712956,12.107800
85.173378,-36.692908,3.001330,6559.122214,-8798.753634,8.065771
-52.499544,30.704632,0.122487,6372.396509,-8636.534051,5.120697
-36.829378,19.624860,0.079882,6323.309855,-8541.748859,5.055154
-13.496052,16.231133,0.276812,6258.482779,-8435.968330,5.031557
-2.057967,14.013057,0.416648,6170.279865,-8326.826619,4.809698
-15.545174,14.534996,0.350365,6070.583694,-8215.406137,4.448025
-24.747547,23.704016,0.242370,5984.367623,-8104.430142,4.151566
-15.772304,12.058430,0.040187,5907.424861,-8002.613403,3.963021
-88.085505,-46.019791,3.612148,5821.740730,-7889.255766,3.979176
-51.209305,16.525503,0.666973,5808.758653,-7718.128224,0.426699
-44.736952,5.724745,0.024145,5730.865884,-7597.540817,0.503250
-63.813479,20.544565,-0.330953,5647.240934,-7465.923863,1.208944
-57.172277,19.208912,-0.083013,5582.010281,-7349.545360,2.278903
-73.038427,22.431259,-0.406574,5512.252919,-7232.075733,3.132350
-146.287141,66.858065,0.913077,5455.677473,-7115.578153,4.254954
-55.068502,29.888924,-0.454249,5472.070645,-7044.103854,4.068785
-41.120387,24.191030,-0.360607,5396.699584,-6933.650447,5.195843
-43.238982,20.140183,-0.091218,5308.521521,-6813.082086,6.124697
-44.550746,6.452854,-0.379653,5222.115768,-6692.357084,6.875507
-39.293880,-10.053089,-0.142928,5144.498288,-6561.170027,8.179197
-41.190927,0.751814,2.246743,5061.644440,-6413.461743,9.248063
-47.283778,-17.145302,-0.666177,4980.339553,-6276.769764,7.934278
-46.873859,-29.771015,-1.082241,4905.299327,-6122.305146,9.531577
-42.092921,-32.143007,-0.429253,4830.476310,-5955.658976,11.565839
-37.736478,-28.550996,-0.227063,4749.966608,-5791.629344,13.087588
-24.120303,-20.278755,0.349057,4663.594209,-5631.133970,14.478254
-13.883264,-20.354014,0.010679,4563.577706,-5478.805923,15.282248
-12.995628,-19.317051,0.128123,4453.497357,-5326.798562,16.436494
-3.273874,-12.396933,0.024703,4342.551044,-5175.964863,17.447194
1.463525,-14.164296,-0.043271,4222.111953,-5031.282362,18.304291
6.609185,-12.818045,0.119485,4115.705055,-4884.359389,19.235942
6.128779,-11.362560,0.231422,4022.928146,-4738.317130,20.011230
1.567533,-10.937008,0.308764,3927.746868,-4590.627028,20.731263
-5.446323,-9.833717,0.267463,3839.432266,-4437.952235,21.651796
0.922108,-7.689895,0.234662,3778.546138,-4265.199739,21.794289
2.977740,-9.418979,0.228125,3678.268543,-4117.405657,21.612952
6.874646,-0.931454,0.144891,3575.311192,-3967.325831,21.266125
11.425566,7.085080,0.166906,3467.111370,-3825.141225,20.938694
10.417467,4.857373,0.120385,3354.404640,-3691.128747,20.613998
12.136664,1.311572,0.174906,3248.605236,-3557.304683,20.363966
5.770753,1.406789,0.037786,3140.984656,-3419.885025,20.035625
2.429220,-7.636593,0.015184,3039.306734,-3282.539399,19.841534
11.879330,-7.038203,-0.088223,2940.648756,-3136.354259,19.667344
19.345043,-5.864877,0.008456,2832.211547,-2990.962901,19.595265
24.725835,5.507746,-0.042490,2716.122253,-2846.645376,19.424150
24.126625,5.754100,-0.121555,2594.437231,-2713.525015,19.300278
17.064754,9.324503,-0.002066,2472.676749,-2580.291034,19.252725
15.820247,9.211141,-0.059934,2358.778571,-2444.885755,20.005500
6.078805,19.412008,0.168012,2246.359299,-2309.039414,20.815783
2.133356,25.187788,-0.354541,2144.465331,-2177.602502,21.279375
8.194611,21.072129,-0.056380,2045.519646,-2052.807056,22.281783
6.692709,18.348793,-0.052105,1940.645914,-1923.687956,22.981787
6.049604,17.661959,0.062548,1836.612005,-1791.747395,23.680343
-0.582102,15.930414,0.038986,1732.453556,-1658.797154,24.268155
0.814997,4.430296,0.020591,1633.977367,-1523.602331,24.875386
2.480010,-1.749261,0.124840,1533.546283,-1377.259740,25.500600
9.284791,-0.144070,0.144227,1429.140879,-1221.414981,25.939209
7.770071,-3.423986,0.120687,1319.993283,-1067.124673,26.337127
0.239307,9.015387,0.015586,1212.223898,-908.594507,26.712836
5.963052,10.091620,0.060721,1109.849146,-762.301895,27.156228
14.522865,15.833430,-0.159190,1002.789333,-617.945322,27.568580
17.584677,22.420975,0.148944,888.532973,-479.101716,28.154757
17.958350,10.746713,-0.433756,772.639432,-348.416838,28.462805
20.807184,6.948467,0.125705,658.147101,-207.113352,29.333121
12.271830,7.211084,0.101305,543.366152,-65.275876,29.531510
4.069692,7.450838,0.188320,439.035043,74.575091,29.757199
1.758306,10.656339,0.247870,345.263749,212.871938,29.993727
5.734355,14.961700,0.159442,254.435693,347.474291,30.203430
2.238604,8.526817,0.099515,161.800558,471.204151,30.363968
-4.686223,4.887891,0.048077,68.639509,604.263482,30.572940
-12.347390,4.356872,0.016391,-20.134867,741.906549,30.790824
-19.274695,3.375570,0.072619,-102.498126,880.186724,31.032904
-9.772499,2.104845,0.206347,-177.245000,1018.647555,31.248687
0.195999,0.063475,0.205716,-261.065511,1157.707205,31.334322
11.040956,6.828143,0.115359,-263.594201,1190.489695,31.725928
16.279129,5.251746,0.231193,-276.427304,1216.417263,32.170382
7.307778,-7.429448,0.167547,-330.984045,1283.287828,32.241817
-3.726628,-4.766969,0.050318,-374.478069,1361.178190,32.416921
-11.260388,-14.502549,-0.099285,-398.362143,1428.997759,33.161678
-8.013118,-7.827161,-0.192379,-406.291436,1499.167072,34.507162
-6.248785,7.605810,0.003382,-409.122728,1555.289848,36.395934
0.181819,12.006474,-0.156803,-405.283763,1588.605047,38.539582
12.112867,0.525313,-0.004340,-399.379868,1610.084256,41.294763
36.757039,-15.032587,0.394558,-396.970927,1635.686422,44.350171
60.042849,-46.125801,0.506685,-421.623416,1681.820238,46.864214
-4233.678242,1812.028504,103.297289,-472.223186,1763.606809,49.143168
114.616062,37.122320,-2.072218,3771.236622,-12.750633,-51.321240
-100.513681,-61.342623,1.375950,3666.026027,-13.632377,-46.430029
322.248768,-36.886039,4.829353,3776.906330,83.375681,-44.983529
-402.253175,343.816782,-8.192858,3466.117124,155.398595,-46.995121
-44.326747,-91.064602,1.612870,3881.250708,-154.070625,-35.987599
-85.295868,300.177032,-8.186981,3939.015525,-29.167041,-34.772195
172.927795,666.428888,-15.756146,4038.224101,-295.823060,-23.754856
-50.359899,-590.530916,13.875495,3879.567727,-928.870697,-5.168788
1132.124946,-487.522855,40.037018,3944.544374,-305.129976,-16.213007
3.840381,4.330233,0.284651,2827.440919,215.542197,-53.418290
-55.928522,-35.290503,1.015167,2838.978567,244.123474,-50.886413
20.795257,-22.002913,-0.244107,2910.673123,312.168860,-49.080928
92.182761,-66.988953,3.127003,2906.104165,366.838783,-46.008659
-137.526769,-756.459412,21.231510,2830.593117,466.460751,-46.304845
-222.357002,6.017741,10.773918,2985.166456,1255.626024,-64.704554
-1.882699,16.072530,-1.591831,3224.703093,1282.463557,-72.650065
24.564892,-56.638256,1.818411,3243.808951,1299.424633,-68.231875
2.621108,-17.263833,-3.907854,3236.627871,1389.119214,-67.219910
34.380367,118.236433,-38.793906,3251.431011,1439.585350,-60.484048
2833.241714,69.316540,0.987128,3234.433196,1354.799644,-18.864627
2833.241714,69.316540,0.987128,418.506911,1318.997726,-17.029198
-435.257387,468.170168,8.596324,-2397.496634,1283.065555,-15.197970
348.772515,814.731603,41.979092,-1945.069168,848.215076,-20.979945
3082.037764,3195.884640,-123.708866,-2276.708815,66.685899,-60.147763
-4988.248715,-3444.193810,-53.779165,-5341.653823,-3096.000688,66.369955
-98.958256,85.797682,-25.996826,-336.347525,381.440376,122.955642
-205.752875,89.620365,-9.690016,-220.404862,328.877470,151.758239
6.766043,-22.289719,3.756750,2.197791,272.431764,164.251844
890.745370,-363.736486,4.286886,12.284386,327.811844,163.298714
-14.283173,7.550023,-3.600326,-861.719305,724.635936,161.814615
-62.205270,4.466719,-0.415954,-830.701104,750.160289,168.218305
-43.884796,-25.633438,-0.401612,-751.776232,778.908143,171.435493
-49.855125,-26.783285,-0.160136,-691.226855,837.784450,174.639315
-30.699818,18.792357,-0.304669,-624.932119,897.820628,177.601171
-32.600536,31.795184,-0.624929,-578.070349,912.243859,180.707515
-96.579627,56.578624,-0.470735,-529.540857,913.622917,184.135024
124.293221,865.726641,138.869771,-417.158574,890.251754,187.408501
33.602361,50.267381,-0.073366,-525.722285,57.844167,51.339470
120.319001,875.798590,-17.984172,-543.589059,40.792241,54.211029
-148.974270,-130.781607,2.443366,-648.219591,-801.966747,74.997667
21.014425,31.115944,-0.555732,-483.630288,-638.345350,75.358693
-97.338942,13.696455,0.460794,-489.093836,-636.784247,78.720394
-110.773863,47.739110,0.630604,-376.245212,-617.955784,81.066697
-138.103209,78.772998,-0.507613,-249.963113,-633.239329,83.244197
-81.995202,-49.141689,0.109453,-96.311779,-679.691353,86.563212
-350.940786,504.031014,-12.258242,1.261806,-598.218870,89.265370
293.612706,9.886067,-2.775594,367.744706,-1069.891181,104.335210
-18.544906,157.430375,-7.408210,89.558686,-1047.470736,109.926117
-374.933805,103.852614,-5.296601,123.534480,-1172.732253,120.150918
33.530763,-25.369970,3.006175,513.867559,-1244.478854,128.264680
78.513879,170.903723,-3.804815,495.645482,-1187.095793,128.077258
52.219584,-25.619281,3.791720,432.299267,-1326.154236,134.700304
44.793775,21.954348,-1.707690,395.086981,-1268.800677,133.730524
24.747014,15.905478,-1.504928,365.157232,-1259.084457,138.259907
37.176491,3.888177,0.236922,355.201355,-1243.366494,142.586775
23.932842,95.007216,8.631317,332.793581,-1215.670892,145.170776
80.859835,-59.635282,4.563442,323.597710,-1279.168273,139.359547
-26.166226,36.273281,-0.419881,257.418648,-1188.157718,137.616304
-42.399876,31.153699,1.469019,298.237349,-1193.163618,140.856477
-48.655190,44.286538,-0.894327,355.322778,-1193.148724,142.209104
-0.646880,-6.710915,-0.422074,418.732899,-1206.215853,145.921233
7.588026,-47.321699,0.669710,434.287332,-1168.367013,149.161590
25.981772,-52.184321,0.533077,441.651866,-1089.946981,151.310741
169.981381,-77.987839,-1.566237,430.611441,-1006.743106,153.598160
169.981381,-77.987839,-1.566237,275.498787,-897.841456,157.988062
-5424.132062,5907.663691,-35.833742,120.280552,-789.000994,162.378850
263.296846,-220.166323,6.165860,5559.140153,-6665.844872,201.037918
1258.077955,-1099.030357,68.396221,5310.607856,-6414.907488,197.701646
1258.077955,-1099.030357,68.396221,4067.360568,-5285.056315,132.139861
1258.077955,-1099.030357,68.396221,2824.132507,-4155.156232,66.579286
1258.077955,-1099.030357,68.396221,1580.910606,-3025.378258,1.020384
1258.077955,-1099.030357,68.396221,337.696579,-1895.679678,-64.539813
1258.077955,-1099.030357,68.396221,-905.561658,-765.986507,-130.099682
-453.091388,705.016373,-17.900298,-2149.050665,363.799404,-195.663117
-453.091388,705.016373,-17.900298,-1681.723154,-310.198930,-174.932005
6.374571,7.278675,7.157544,-1186.313888,-996.219556,-154.883342
-120.604509,106.541300,-2.427818,-1151.087942,-984.768379,-159.877172
87.962148,-67.637484,0.438936,-988.224347,-1072.162696,-155.294788
91.995596,-57.381370,-1.114728,-1036.064825,-985.156294,-153.610834
68.260661,-52.328035,0.445644,-1085.252775,-910.707272,-150.317995
29.138189,-46.906742,1.600723,-1110.387389,-840.732313,-148.594695
30.550078,-23.822214,-0.046001,-1095.797670,-778.156447,-147.971991
10.926762,-0.963813,-0.156970,-1083.736001,-743.031879,-145.598062
7.593507,-19.435782,-0.175259,-1051.729658,-726.803941,-143.204918
21.822382,-19.186391,-0.073493,-1023.895660,-688.869079,-141.059500
12.646262,-35.157241,-0.049606,-1010.303475,-651.213451,-139.017617
11.304968,-40.795940,-0.043474,-987.114835,-597.303035,-137.007385
22.626321,-43.039889,0.051588,-962.675416,-537.611408,-135.000750
25.164468,-37.276228,-0.028177,-950.164933,-475.224019,-133.109364
18.866929,-17.551232,-0.078354,-939.075927,-413.727385,-131.274374
-4.027479,2.282560,-0.163509,-920.260772,-372.014158,-129.459615
-7.311243,6.574165,-0.298607,-878.542968,-350.285361,-127.548184
11.263098,-15.886585,0.734679,-833.699480,-332.470877,-125.512619
2.832003,9.645859,-0.332881,-807.415371,-292.101812,-124.482618
-4.832623,23.347558,-0.419515,-772.893507,-278.119343,-122.123498
-3.526396,-3.169721,-0.327363,-749.471008,-278.269507,-119.684190
-5.537340,-31.030728,-0.402946,-746.128892,-252.346380,-117.342576
-8.714323,-20.703944,-0.296372,-737.905244,-201.682991,-114.981581
-11.065059,-27.540187,-0.196729,-728.818798,-166.806766,-113.005087
-5.134818,-8.350231,-0.131021,-737.770486,-146.299085,-110.308822
-2.333376,-1.989553,-0.123720,-719.578438,-122.150696,-107.321665
-4.174885,-2.815764,0.031494,-703.531244,-104.962639,-104.167871
-8.903565,-1.992637,-0.162517,-684.310064,-87.554324,-101.103876
10.849536,-7.871685,0.125074,-660.377773,-70.801753,-97.870952
-4.618237,0.895782,0.049104,-662.033263,-45.841906,-94.953106
4.766431,-0.591010,0.124938,-648.119342,-29.759156,-91.933887
0.099964,13.532993,-0.306651,-643.170644,-12.249745,-88.986605
3.571120,-2.765353,0.059327,-633.240117,-8.744510,-85.603885
-14.625570,-4.351195,-0.065652,-626.447993,11.260465,-82.585453
-17.200558,-0.125460,-0.049185,-601.256649,32.781549,-79.440170
-11.055760,-0.489118,0.015013,-573.278464,49.873313,-76.306133
-2.006599,14.340653,0.022548,-550.814113,66.983621,-73.233230
4.775107,26.061552,-0.362475,-538.252605,63.570460,-71.087822
6.996661,3.768662,-0.216421,-532.714170,48.149092,-68.557075
-4.981616,-1.366078,0.290598,-530.210476,49.241770,-66.052396
-2.894174,-9.099395,0.234584,-514.741705,56.350081,-64.071183
-2.994744,-6.225475,0.185999,-501.508680,70.975952,-62.030179
-0.171042,-5.309468,0.232810,-487.529332,82.608525,-59.943035
-0.800186,5.458051,0.191143,-475.608860,93.021394,-57.906158
6.838088,-15.892913,0.518487,-462.090979,92.145266,-55.824144
7.049001,-0.266371,0.156429,-455.651402,112.964104,-54.069692
3.808262,4.069999,0.142133,-447.105915,114.745020,-51.871192
-9.659655,-11.304669,0.681701,-437.319545,112.023314,-49.639447
0.873730,-11.770442,0.208706,-413.874396,123.585955,-47.898420
1.189334,0.602003,0.146720,-398.329510,134.875104,-45.648619
0.844144,1.802223,0.081115,-383.271306,133.904261,-43.355791
-3.709650,-2.918465,0.070080,-368.334523,130.521373,-40.968078
-6.256881,-6.014515,0.126365,-349.236557,132.025506,-38.594419
-0.826901,-2.671695,0.088483,-327.815086,136.449092,-36.266684
1.265595,0.094669,0.138634,-311.951527,137.405585,-33.891844
0.684321,1.462035,0.034555,-298.374888,135.551042,-31.569381
-3.035563,-0.509239,0.121927,-284.386848,131.773875,-29.200041
-2.751380,-5.357086,0.176286,-267.142848,130.360977,-26.947764
-2.034338,-7.765013,0.113507,-250.008046,133.525869,-24.744508
0.308485,-10.029005,0.252566,-233.376107,138.945588,-22.486891
-1.871153,12.030046,-0.564133,-218.774771,146.373119,-20.362623
3.770997,-8.928619,0.145365,-202.062967,131.773585,-17.417781
-2.976407,-3.873392,0.293532,-191.037602,138.493414,-15.186939
-1.497120,-11.832155,0.452643,-173.606025,140.696290,-13.119253
0.075247,-9.139217,0.593773,-158.818026,151.376718,-11.199555
0.336521,-3.987464,0.365057,-146.694055,159.860130,-9.410566
1.931087,-12.383858,0.284460,-98.919418,124.070178,-7.155649
1.862012,-12.128394,0.694016,-54.498909,98.131835,-4.861212
-1.276666,-6.989529,0.632758,-18.329008,79.222784,-3.429376
-5.110039,-0.441843,-0.009622,12.667241,62.447409,-2.389215
-5.318421,-10.832536,0.255917,39.163489,46.361199,-1.159632
1.370667,0.017998,-0.352275,57.511871,47.938633,-0.648488
5.437316,-0.291602,0.045047,60.823026,45.940376,0.017643
1.910644,-1.028658,-0.143752,51.737615,51.518235,-0.166587
6.766354,-6.490596,0.208696,49.225592,53.167210,-0.043167
6.666720,-3.337627,0.247652,44.837427,55.620764,-0.152435
6.294559,-3.027976,0.245432,40.537003,54.867409,-0.347844
-1.069714,1.644245,-0.005315,37.366830,53.082426,-0.525347
-0.501062,-3.373811,0.046311,41.024933,47.056593,-0.455476
3.329315,-3.674499,0.145448,43.478047,46.450612,-0.430550
3.751739,-3.594393,0.228528,41.659879,46.471807,-0.508230
5.584974,1.529171,0.040091,39.227106,46.663047,-0.679624
4.387609,7.046543,0.023543,34.776236,41.861187,-0.662424
-1.834983,7.696566,0.020548,31.472799,31.507387,-0.627555
-1.220481,0.955310,-0.131246,34.324864,20.617453,-0.589043
1.886767,-0.176049,0.017475,36.387406,16.604339,-0.399006
7.541901,7.584303,-0.157261,35.255229,13.912589,-0.357665
7.127574,-0.483771,0.138853,28.388671,3.676999,-0.141584
0.437765,1.234750,0.078664,21.770456,1.780327,-0.222922
31.090362,-20.650495,0.671312,21.650479,-1.574404,-0.244136
-6.636866,-2.802366,0.142248,-9.267289,17.081122,-0.857660
-0.638237,-6.673674,0.147314,-2.445608,17.867732,-0.941700
0.694776,0.332661,0.162792,-1.573203,22.495576,-1.029543
4.880273,-3.095173,0.278088,-2.107238,20.215026,-1.138168
5.186091,-10.740646,0.701541,-6.867468,21.272651,-1.359954
-0.121025,4.245507,0.013735,-11.930917,29.813348,-2.003051
-1.655765,2.274411,0.150195,-11.700173,23.401721,-1.956965
-1.798659,-3.062447,0.110143,-9.937098,19.172747,-2.045117
-0.669408,-9.785698,0.011784,-7.985332,20.425731,-2.091710
3.318333,-6.038107,0.022946,-7.096072,28.596287,-2.038980
5.922049,3.236362,0.067234,-10.190729,33.047746,-1.996686
0.186318,-4.750119,0.267871,-15.879476,28.240209,-1.998111
-4.548699,-1.878518,0.187519,-15.803400,31.449677,-2.200784
4.113026,2.985266,-0.030439,-10.960573,31.817357,-2.322402
9.708608,-12.174337,0.136317,-14.882742,27.404447,-2.227739
1.064402,-9.003908,0.235605,-24.383876,38.166650,-2.300728
1.130730,-4.613239,0.172428,-25.259807,45.771733,-2.474431
3.734897,-7.539368,0.179486,-26.211766,48.882589,-2.583603
0.390636,3.627081,0.095120,-29.791898,54.932112,-2.700609
-0.117951,8.262826,-0.022095,-29.965304,49.859221,-2.733588
-0.610515,1.053701,0.163415,-29.539638,40.165778,-2.649680
-1.304310,4.466443,-0.007995,-28.528593,37.712623,-2.752535
-4.612567,5.978191,-0.044182,-26.794045,31.731974,-2.685267
-2.844122,6.884056,-0.025487,-21.779230,24.080609,-2.582131
-2.472137,3.193013,0.133604,-18.591480,15.492275,-2.496977
0.032511,2.233331,-0.040043,-15.749586,10.574182,-2.573530
-1.379718,-1.463410,0.014383,-15.430674,6.648946,-2.478303
0.170140,-4.329606,0.091883,-13.681498,6.518103,-2.438119
4.714664,1.880728,0.108544,-13.438824,9.331249,-2.477462
8.104763,0.030006,0.016438,-17.765586,5.912014,-2.535526
2.560384,2.802378,0.076599,-25.519011,4.479296,-2.506068
-1.100503,-11.087225,0.122099,-27.808262,0.251480,-2.538714
-8.365761,-15.217969,0.085701,-26.422251,9.875911,-2.618151
10.275462,-7.208194,-0.031787,-17.644501,23.701872,-2.665322
22.667521,-7.776284,0.106137,-27.500651,29.556317,-2.596485
7.697985,-8.389671,0.143161,-49.780368,35.970416,-2.667578
8.055501,-12.081878,0.616457,-57.121867,42.957540,-2.776637
-7.064472,-0.502829,0.003284,-64.798745,53.677608,-3.360059
11.010994,-4.711891,-0.143062,-57.280216,52.893255,-3.331719
